fdc_id,energy_kcal,energy_kj,protein_g,total_fat_g,carbohydrate_g,water_g,ash_g,alcohol_g,fiber_total_g,sugars_total_g,starch_g,sucrose_g,glucose_g,fructose_g,lactose_g,maltose_g,galactose_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,fluoride_ug,manganese_mg,selenium_ug,vitamin_a_rae_ug,vitamin_a_iu,retinol_ug,beta_carotene_ug,alpha_carotene_ug,vitamin_e_mg,vitamin_d_ug,vitamin_d_iu,vitamin_d2_ug,vitamin_d3_ug,vitamin_k_phylloquinone_ug,vitamin_k_menaquinone4_ug,vitamin_k_dihydrophylloquinone_ug,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,pantothenic_acid_mg,vitamin_b6_mg,folate_total_ug,folic_acid_ug,folate_food_ug,folate_dfe_ug,vitamin_b12_ug,choline_total_mg,betaine_mg,cryptoxanthin_beta_ug,lycopene_ug,lutein_zeaxanthin_ug,tocopherol_beta_mg,tocopherol_gamma_mg,tocopherol_delta_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_gamma_mg,tocotrienol_delta_mg,cholesterol_mg,fatty_acids_saturated_g,fatty_acids_monounsaturated_g,fatty_acids_polyunsaturated_g,fatty_acids_trans_g,ala_18_3n3_g,epa_20_5n3_g,dha_22_6n3_g,dpa_22_5n3_g,linoleic_18_2_g,arachidonic_20_4_g,linolenic_18_3_g,sfa_4_0_g,sfa_6_0_g,sfa_8_0_g,sfa_10_0_g,sfa_12_0_g,sfa_14_0_g,sfa_16_0_g,sfa_18_0_g,sfa_20_0_g,sfa_22_0_g,sfa_15_0_g,sfa_17_0_g,sfa_24_0_g,mufa_18_1_g,mufa_16_1_g,mufa_20_1_g,mufa_14_1_g,mufa_22_1_g,pufa_18_4_g,pufa_18_3n6_g,trans_monoenoic_g,tfa_18_1t_g,tryptophan_g,threonine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,valine_g,arginine_g,histidine_g,alanine_g,aspartic_acid_g,glutamic_acid_g,glycine_g,proline_g,serine_g,hydroxyproline_g,phytosterols_mg,caffeine_mg,theobromine_mg,description,food_category_id,gram_weight
169796,291.0,1217.0,19.6,23.3,0.0,55.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,187.0,,,,,,,,561.0,1870.0,561.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Whale, beluga, eyes (Alaska Native)",24,100.0
169797,111.0,462.0,26.5,0.5,0.0,72.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.9,22.0,239.0,283.0,78.0,2.76,0.113,,0.046,36.5,102.0,340.0,102.0,0.0,0.0,,,,,,0.0,,,0.0,0.014,0.184,5.386,0.595,0.046,4.0,0.0,4.0,4.0,2.59,35.1,13.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,80.0,0.092,0.337,0.025,,,0.004,0.006,0.003,0.003,0.004,0.002,,,0.0,0.0,0.001,0.018,0.052,0.015,0.0,0.0,0.003,0.003,0.0,0.147,0.12,0.048,0.004,0.018,0.001,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Whale, beluga, meat, raw (Alaska Native)",24,100.0
169798,82.0,342.0,15.5,1.75,0.0,80.1,1.65,,,,,,,,,,,236.0,4.6,,287.0,,,,,,,,,1202.0,,,,,,,,,,,,,0.01,0.37,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish, blackfish, whole (Alaska Native)",24,100.0
169799,44.0,186.0,0.7,0.0,10.4,88.7,0.2,,,,,,,,,,,15.0,1.1,,,,,,,,,,,163.0,,,,,,,,,,,,2.2,0.03,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blueberries, wild, frozen (Alaska Native)",24,100.0
169800,786.0,3290.0,6.7,84.4,0.0,7.4,1.5,,,,,,,,,,,,4.5,,107.0,,,,,,,,,240.0,,,,,,,,,,,,,0.04,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou, bone marrow, raw (Alaska Native)",24,100.0
169801,326.0,1365.0,10.8,31.4,0.0,57.1,0.6,,,,,,,,,,,19.0,4.7,,58.0,,,,,,,,,400.0,,,,,,,,,,,,,0.01,0.05,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caribou, eye, raw (Alaska Native)",24,100.0
169802,51.0,214.0,2.4,0.8,8.6,87.0,1.2,,,,,,,,,,,18.0,0.7,,35.0,,,,,,,,,210.0,,,,,,,,,,,,158.0,0.05,0.07,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloudberries, raw (Alaska Native)",24,100.0
169803,79.0,331.0,13.5,0.7,4.7,78.8,2.3,,,,,,,,,,,30.0,16.2,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cockles, raw (Alaska Native)",24,100.0
169804,55.0,232.0,1.1,0.2,12.3,86.0,0.4,,6.7,,,,,,,,,20.0,1.0,,15.0,140.0,26.0,,,,,,,1060.0,,,,,,,,,,,,15.0,0.0,0.01,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranberries, wild, bush, raw (Alaska Native)",24,100.0
169805,55.0,230.0,0.4,0.5,12.2,86.7,0.2,,,,,,,,,,,26.0,0.4,,21.0,,,,,,,,,90.0,,,,,,,,,,,,21.0,0.02,0.08,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cranberry, low bush or lingenberry, raw (Alaska Native)",24,100.0
169806,74.0,308.0,9.6,1.93,4.47,81.2,2.8,,,,,,,,,,,19.0,2.7,,,,61.0,,,,,,,57.0,,,,,,,,,,,,0.6,0.1,0.12,1.8,,,,,,,,,,,,,,,,,,,,40.0,0.43,0.42,0.71,,,,,,0.03,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish, herring eggs, Pacific, plain (Alaska Native)",24,100.0
169807,489.0,2048.0,44.5,34.6,0.0,18.2,2.7,,,,,,,,,,,,,,684.0,,,,,,,,,1300.0,,,,,,,,,,,,,0.01,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish, herring, Pacific, flesh, air-dried, packed in oil (Alaska Native)",24,100.0
169808,37.0,156.0,0.4,0.1,8.7,90.7,0.1,,,,,,,,,,,15.0,0.3,,,,10.0,,,,,,,79.0,,,,,,,,,,,,2.8,0.01,0.03,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huckleberries, raw (Alaska Native)",24,100.0
169809,79.0,330.0,17.9,0.8,0.0,80.0,1.3,,,,,,,,,,,,,,,433.0,59.0,,,,,,,230.0,,,,,,,,,,,,,0.11,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish, lingcod, meat, raw (Alaska Native)",24,100.0
169810,424.0,1776.0,5.6,42.0,6.0,45.9,0.5,,,,,,,,,,,5.0,1.0,,123.0,,,,,,,,,9100.0,,,,,,,,,,,,0.0,0.22,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fish, lingcod, liver (Alaska Native)",24,100.0
169811,258.0,1082.0,9.0,1.05,53.26,33.77,2.92,,2.6,3.01,45.14,0.37,0.17,0.13,0.0,2.35,0.0,67.0,3.4,28.0,160.0,100.0,810.0,0.53,0.03,,0.48,15.5,,,,,,0.07,,,,,0.2,0.0,0.0,,0.69,0.291,3.41,0.39,0.059,162.0,128.0,34.0,252.0,,,,,,,0.04,0.5,0.0,0.04,0.0,0.0,0.0,,0.27,0.12,0.59,,,0.0,0.0,0.0,0.56,0.0,0.03,,,0.0,0.0,0.0,0.0,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Tennis Bread, plain (Apache)",24,100.0
169812,113.0,473.0,22.13,2.73,0.0,72.82,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.36,29.0,275.0,501.0,86.0,0.75,0.041,,0.011,60.6,48.0,160.0,48.0,0.0,0.0,1.05,,,,,0.0,0.0,0.0,,0.083,0.176,6.247,0.486,0.266,22.0,,22.0,,2.55,,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.498,0.842,0.731,,0.009,0.243,0.363,0.052,0.018,0.036,0.009,,,0.0,0.0,0.0,0.078,0.333,0.074,0.003,0.0,0.007,0.004,0.0,0.541,0.211,0.085,0.004,0.0,,0.0,,,0.335,1.029,1.017,1.723,1.962,0.861,0.383,0.885,0.754,1.113,1.304,0.538,1.28,3.014,3.421,1.005,0.79,0.981,0.107,,0.0,,"Fish, halibut, cooked, with skin (Alaska Native)",24,100.0
169813,345.0,1445.0,60.62,11.43,0.0,23.93,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.06,58.0,650.0,960.0,51.0,1.14,0.148,,0.051,76.0,31.0,103.0,31.0,0.0,0.0,1.2,,,,,0.0,0.9,0.0,0.0,0.494,0.543,22.75,2.745,0.816,9.0,0.0,9.0,9.0,18.1,223.8,6.8,0.0,0.0,0.0,0.03,0.03,0.03,0.01,0.0,0.0,0.0,155.0,2.593,4.025,3.469,,,0.905,1.52,0.31,0.185,0.185,0.13,,,0.0,0.0,0.004,0.375,1.76,0.33,0.005,0.0,0.05,0.07,0.0,2.175,0.37,0.86,0.0,0.54,0.145,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Salmon, red (sockeye), filets with skin, smoked (Alaska Native)",24,108.0
169814,68.0,286.0,0.52,0.15,16.23,81.83,1.27,0.0,6.6,2.58,0.24,0.41,1.19,0.98,0.0,0.0,0.0,417.0,1.8,55.0,7.0,127.0,14.0,0.15,0.138,,0.094,0.4,2.0,37.0,0.0,22.0,0.0,0.23,0.0,0.0,,,5.3,,0.0,4.0,0.029,0.039,0.162,0.041,0.055,7.0,0.0,7.0,7.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.014,0.014,0.025,0.028,0.009,0.008,0.019,0.009,0.022,0.106,0.008,0.024,0.041,0.052,0.019,0.013,0.021,,,0.0,0.0,"Agave, raw (Southwest)",24,100.0
169815,48.0,199.0,4.06,0.16,7.47,85.02,3.3,,5.2,,,,,,,,,349.0,1.15,164.0,56.0,1070.0,4.0,0.61,0.1,,1.56,,194.0,3882.0,,2329.0,0.0,,,,,,,,,4.9,0.047,0.27,0.623,,0.232,,,,,,,,0.0,0.0,6162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lambsquarters, steamed (Northern Plains Indians)",24,65.0
169816,42.0,176.0,0.12,0.11,10.17,89.22,0.38,,5.3,1.02,,0.38,0.44,0.21,0.0,0.0,0.0,180.0,0.2,69.0,11.0,130.0,4.0,0.14,0.019,,0.583,0.1,,,,,,,,,,,2.9,0.0,0.0,11.0,0.008,0.032,0.293,,0.079,,,,,,4.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prickly pears, raw (Northern Plains Indians)",24,19.0
169817,91.0,379.0,0.39,0.31,21.57,75.83,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,0.018,0.044,1.0,,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prickly pears, broiled (Northern Plains Indians)",24,7.5
169818,156.0,654.0,2.62,0.36,35.67,60.69,0.65,,8.0,0.82,23.47,0.16,0.42,0.17,0.0,0.07,0.0,130.0,1.27,63.0,31.0,156.0,5.0,0.37,0.053,,0.266,14.7,,,,,,,,,,,0.0,0.0,0.0,5.5,0.178,0.09,1.071,,0.47,10.0,,10.0,,,4.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie Turnips, raw (Northern Plains Indians)",24,12.6
169819,42.0,175.0,2.71,0.11,7.49,87.67,2.03,,6.9,0.25,,0.1,0.07,0.07,0.0,0.0,0.0,481.0,1.64,57.0,71.0,334.0,4.0,0.34,0.076,,0.779,0.3,101.0,2011.0,,1150.0,114.0,,,,,,498.6,0.0,0.0,,0.008,0.16,0.388,,0.103,14.0,0.0,14.0,14.0,,17.4,21.4,0.0,0.0,4178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stinging Nettles, blanched (Northern Plains Indians)",24,89.0
169820,91.0,381.0,0.43,0.17,21.95,76.68,0.77,,6.0,10.61,,0.07,5.07,5.47,0.0,0.0,0.0,11.0,0.17,8.0,30.0,364.0,4.0,0.09,0.035,,0.076,,173.0,3464.0,,1930.0,140.0,0.53,,,,,11.2,0.0,0.0,10.3,0.005,0.042,0.367,0.301,0.093,1.0,,1.0,,,5.2,0.2,157.0,0.0,920.0,0.01,0.41,0.05,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plums, wild (Northern Plains Indians)",24,161.0
169821,541.0,2262.0,7.41,34.08,51.06,5.0,2.45,,43.4,,5.5,3.45,0.15,0.3,0.0,0.0,,18.0,3.53,152.0,345.0,458.0,310.0,2.89,0.654,,1.74,,,,,,,11.3,,,,,,,,0.0,0.212,0.222,1.63,0.791,0.116,7.0,,7.0,,,,,,,,,0.0,0.0,,,,,,3.21,15.57,14.42,,0.07,0.0,0.0,0.0,14.2,0.0,0.07,,,0.0,0.0,0.0,0.0,2.29,0.75,0.13,0.04,0.0,0.0,0.0,15.3,0.06,0.21,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinon Nuts, roasted (Navajo)",24,100.0
169822,159.0,664.0,28.81,4.82,0.0,65.47,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.8,24.0,215.0,245.0,45.0,4.3,0.325,,0.043,16.5,94.0,312.0,94.0,0.0,0.0,0.88,,,,,1.8,1.2,0.0,0.0,0.291,0.814,5.89,1.487,0.373,4.0,0.0,4.0,4.0,6.47,120.4,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,107.0,1.88,1.495,0.725,,,0.035,0.015,0.06,0.345,0.125,0.13,,,0.0,0.0,0.0,0.06,0.95,0.795,0.015,0.0,0.01,0.04,0.01,1.38,0.085,0.015,0.005,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,0.0,,"Caribou, hind quarter, meat, cooked (Alaska Native)",24,66.0
169823,470.0,1964.0,9.0,43.5,10.5,34.0,3.0,,,,,,,,,,,,0.2,16.0,134.0,206.0,24.0,0.47,0.03,,,,34.0,257.0,,,,4.0,,,,,,,,,0.06,0.06,1.43,,,,,,,,,,,,,,,,,,,,26.0,8.6,15.6,17.3,,,,,,16.1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",24,100.0
169824,242.0,1014.0,22.1,14.65,5.55,56.8,0.9,,,,,,,,,,,6.0,9.55,19.0,214.0,346.0,80.0,4.26,0.116,,0.006,119.0,89.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,66.0,2.9,3.3,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,0.1,,0.0,0.1,,,,,0.2,,0.1,0.0,0.0,0.1,0.0,,,,,"Sea lion, Steller, meat with fat (Alaska Native)",24,100.0
169825,850.0,3555.0,0.9,94.0,0.0,4.7,0.2,,,,,,,,,,,,,,,,,,,,,,97.0,323.0,97.0,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sea lion, Steller, fat (Alaska Native)",24,100.0
169826,361.0,1512.0,7.9,1.07,80.02,9.36,1.65,0.0,19.2,0.43,39.5,0.0,0.43,0.0,0.0,0.0,0.0,27.0,1.47,86.0,229.0,553.0,25.0,6.33,0.073,,0.937,0.7,,,,,,35.64,,,,,,,,,0.03,0.07,4.19,1.3,0.957,5.0,0.0,5.0,5.0,0.0,,,,,,6.49,1.8,1.3,1.59,0.0,0.0,0.0,0.0,0.147,0.1,0.161,0.01,0.009,0.0,0.0,0.0,0.144,0.0,0.009,0.005,0.0,0.0,0.002,0.002,0.004,0.083,0.02,0.006,0.009,0.001,0.005,0.01,0.094,0.001,0.004,0.0,0.001,0.0,0.0,0.005,0.005,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Wocas, dried seeds, Oregon, yellow pond lily (Klamath)",24,28.35
169827,628.0,2629.0,14.89,52.99,22.98,5.92,3.22,,9.8,,,,,,,,,441.0,3.12,235.0,411.0,738.0,2.0,2.06,1.2,,7.6,,,,,,,,,,,,,,,,0.48,0.16,3.19,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hazelnuts, beaked (Northern Plains Indians)",24,0.4
169828,2.0,10.0,0.12,0.2,0.0,99.64,0.13,,,,,,,,,,,5.0,0.03,0.0,0.0,44.0,27.0,0.05,0.007,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tea, herbal, brewed, Hohoysi (Hopi)",24,100.0
169829,276.0,1156.0,7.83,1.4,58.12,29.89,2.76,,3.4,2.97,51.57,0.0,0.0,0.0,0.0,2.97,0.0,174.0,2.89,32.0,339.0,132.0,663.0,0.68,0.126,,0.604,8.8,0.0,2.0,,1.0,0.0,0.17,,,,,,,,,0.387,0.17,3.93,0.62,0.111,,,,,,,,0.0,0.0,10.0,0.06,0.36,0.0,0.08,0.35,0.08,0.0,,0.287,0.229,0.689,0.0,0.027,0.0,0.0,0.0,0.662,0.0,0.027,0.006,0.0,0.005,0.006,0.004,0.004,0.222,0.029,0.003,0.002,0.003,0.001,0.002,0.223,0.002,0.004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"Tortilla, blue corn, Sakwavikaviki (Hopi)",24,57.0
169830,186.0,776.0,3.1,1.53,39.84,55.01,0.52,,3.6,12.94,22.98,12.94,0.0,0.0,0.0,0.0,0.0,34.0,1.58,43.0,94.0,114.0,9.0,0.82,0.119,,0.405,3.0,0.0,5.0,,3.0,0.0,0.34,,,,,,,,,0.03,0.0,0.55,0.17,0.168,,,,,,,,1.0,0.0,18.0,0.06,0.8,0.01,0.17,0.21,0.0,0.0,,0.289,0.347,0.779,0.008,0.023,0.0,0.0,0.0,0.757,0.0,0.023,0.005,0.0,0.003,0.005,0.003,0.003,0.217,0.037,0.005,0.003,0.002,0.003,0.003,0.342,0.002,0.003,0.0,0.0,0.0,0.0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,"Bread, blue corn, somiviki (Hopi)",24,100.0
169831,189.0,791.0,26.85,9.08,0.0,61.88,2.28,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.07,24.0,202.0,350.0,604.0,5.35,0.076,,0.014,24.7,7.0,22.0,7.0,,,0.37,,,,,,,,,0.05,0.287,4.903,0.345,0.575,,,,,2.0,,,,,,0.0,0.11,0.02,0.0,0.07,0.03,0.0,79.0,3.477,4.35,0.532,0.314,0.024,0.005,0.001,0.013,0.399,0.056,0.025,0.0,0.0,0.0,0.008,0.008,0.263,2.117,0.925,0.007,0.001,0.04,0.103,0.003,3.716,0.416,0.028,0.097,0.0,0.0,0.001,0.26,0.236,0.356,1.257,1.334,2.263,2.332,0.648,0.3,1.121,0.984,1.392,1.875,0.976,1.594,2.54,4.323,1.245,1.175,1.01,,,,,"APPLEBEE'S, 9 oz house sirloin steak",25,157.0
169832,302.0,1264.0,11.87,19.02,20.87,44.85,3.39,,,,18.6,,,,,,,33.0,0.53,16.0,226.0,122.0,1210.0,0.73,0.138,,0.252,,7.0,25.0,7.0,,,2.09,,,,,,,,,0.07,0.091,0.76,,0.09,,,,,0.23,,,,,,0.16,4.42,3.06,0.0,0.13,0.0,0.5,89.0,3.501,4.383,9.527,0.115,0.931,0.043,0.055,0.002,8.371,0.026,1.018,0.0,0.002,0.014,0.007,0.005,0.022,2.029,1.241,0.065,0.065,0.005,0.023,0.023,4.199,0.044,0.13,0.0,0.0,0.0,0.087,0.046,0.045,0.137,0.458,0.53,0.963,0.945,0.318,0.155,0.521,0.387,0.528,0.97,0.256,0.651,1.177,2.323,0.586,0.6,0.462,,,,,"T.G.I. FRIDAY'S, FRIDAY'S Shrimp, breaded",25,175.0
169833,296.0,1238.0,3.74,14.82,36.9,42.23,2.31,,4.1,0.0,32.87,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.98,31.0,121.0,604.0,409.0,0.57,0.115,,0.259,0.4,0.0,0.0,0.0,,,1.09,,,,,43.1,0.0,0.0,1.1,0.107,0.064,2.797,0.53,0.282,,,,,,,,,,,0.13,7.92,3.04,0.02,0.0,0.04,0.0,1.0,2.6,3.356,7.473,0.102,0.891,0.0,0.0,0.0,6.522,0.006,0.94,0.0,0.0,0.006,0.004,0.002,0.017,1.51,0.931,0.05,0.045,0.003,0.015,0.018,3.252,0.016,0.081,0.0,0.0,0.0,0.048,0.035,0.035,,,,,,,,,,,,,,,,,,,,,,,"T.G.I. FRIDAY'S, french fries",25,184.0
169834,333.0,1395.0,15.82,18.76,25.33,37.02,3.07,,2.2,1.45,21.27,0.0,0.5,0.0,0.0,0.54,0.4,351.0,0.59,23.0,290.0,97.0,738.0,2.24,0.071,,0.282,22.8,89.0,331.0,87.0,24.0,0.0,0.86,,,,,,,,,0.087,0.267,0.703,0.455,0.069,,,,,0.94,,,1.0,0.0,51.0,0.14,5.14,1.99,0.06,0.17,0.05,0.0,43.0,7.172,4.481,5.261,0.342,0.584,0.004,0.0,0.007,4.579,0.026,0.618,0.181,0.149,0.099,0.242,0.284,0.911,3.576,1.467,0.044,0.036,0.099,0.068,0.016,4.108,0.176,0.076,0.096,0.0,0.002,0.032,0.241,0.21,0.169,0.377,0.785,1.49,1.073,0.417,0.199,0.844,0.626,1.013,0.636,0.467,0.477,1.033,3.744,0.367,1.788,0.656,0.0,,,,"T.G.I. FRIDAY'S, fried mozzarella",25,35.0
169835,121.0,505.0,5.03,3.45,17.4,72.51,1.61,,1.0,1.65,13.17,0.0,0.0,0.0,1.65,0.0,0.0,89.0,0.53,14.0,131.0,88.0,482.0,0.58,0.068,,0.135,17.3,25.0,92.0,24.0,7.0,1.0,1.2,,,,,,,,,0.083,0.207,0.617,0.405,0.034,,,,,0.12,,,0.0,0.0,68.0,0.04,0.52,0.16,0.03,0.33,0.0,0.02,8.0,1.63,0.899,0.72,0.097,0.07,0.0,0.0,0.0,0.635,0.007,0.073,0.05,0.039,0.025,0.064,0.07,0.225,0.798,0.298,0.007,0.006,0.026,0.017,0.004,0.815,0.04,0.014,0.023,0.002,0.0,0.003,0.07,0.061,0.065,0.18,0.225,0.424,0.305,0.102,0.068,0.251,0.182,0.285,0.18,0.135,0.164,0.307,1.343,0.128,0.529,0.252,0.0,,,,"T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu",25,144.0
169836,289.0,1210.0,3.49,14.04,37.2,43.19,2.08,,3.9,0.28,33.61,0.06,0.14,0.09,0.0,0.0,0.0,17.0,0.91,29.0,124.0,545.0,357.0,0.51,0.112,,0.235,0.4,0.0,0.0,0.0,,,1.0,,,,,35.9,0.0,0.0,1.1,0.11,0.057,2.564,0.545,0.236,15.0,,15.0,,,,,,,,0.11,6.47,2.48,0.04,0.0,0.08,0.01,1.0,2.489,3.358,6.608,0.104,0.792,0.0,0.0,0.0,5.757,0.006,0.839,0.0,0.0,0.006,0.007,0.007,0.021,1.524,0.801,0.048,0.041,0.004,0.015,0.017,3.259,0.019,0.069,0.0,0.003,0.0,0.046,0.036,0.034,0.049,0.109,0.12,0.179,0.141,0.044,0.033,0.152,0.098,0.243,0.191,0.055,0.109,0.757,0.529,0.098,0.109,0.125,,,,,"Restaurant, family style, french fries",25,170.0
169837,307.0,1284.0,18.68,17.45,18.77,42.17,2.93,,1.1,0.33,18.01,0.03,0.24,0.0,0.0,0.01,0.0,21.0,0.76,29.0,306.0,322.0,809.0,0.67,0.068,,0.254,20.0,5.0,31.0,4.0,9.0,0.0,1.47,,,,,28.0,6.9,0.2,,0.098,0.166,7.628,1.558,0.453,7.0,,7.0,,0.13,,,4.0,2.0,58.0,0.19,8.24,2.74,0.01,0.1,0.83,0.0,46.0,3.199,3.962,9.013,0.131,0.969,0.001,0.003,0.003,7.89,0.043,1.038,0.0,0.0,0.008,0.005,0.003,0.021,1.946,1.058,0.057,0.057,0.005,0.019,0.021,3.807,0.052,0.091,0.001,0.001,0.0,0.069,0.036,0.036,0.213,0.602,0.933,1.594,1.844,0.519,0.26,0.778,0.534,1.022,1.271,0.733,1.052,1.583,3.395,0.862,1.204,0.694,0.022,,,,"Restaurant, family style, chicken fingers, from kid's menu",25,114.0
